Name in Fastas,Genome,S3 Gene?,GeneID/Accession,Data Source,Genome Type,Sequencing,Assembler,MetaType,PhyloKingdom,PhyloPhylum,PhyloClass,PhyloOrder,PhyloFamily,PhyloGenus,IMGAccession,NCBIAccession,BioSample,BioProject,Sample Location,Country,Latitude,Longitude,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Treatment,Genome Size,Scaffolds,Genes,GC%,16S rRNA sequences,CRISPRs,Citation/ContactName,ClosestIsolateRef,IsolateRefAlignLength,IsolateRefPercID,IsolateRefEvalue,IsolateRefBitscore,ClosestGenomeRef,GenomeRefAlignLength,GenomeRefPercID,GenomeRefEvalue,GenomeRefBitscore,Outgroup
3300008468==Ga0115358_1000043710,Sea floor sediment microbial communities from Gulf of Mexico Methane Seep - MPC10T,Yes,Ga0115358_1000043710,IMG,Gene,Illumina MiSeq,idba_ud,MetaG,Archaea,Euryarchaetoa,Methanomicrobia,Unclassified,Unclassified,Unclassified,3300008468,NA,Unknown,Unknown,Gulf of Mexico,Gulf of Mexico,27.4,-93.2,Aquatic,Oceanic,Marine,Natural Seep,Sediment,Native,422.86,1473069,1470248,NA,478,605,Eric Alsop,NA,NA,NA,NA,NA,uncultured archaeon ANME-1,193,96.37,3E-132,368,NA
3300008468==Ga0115358_100004668,Sea floor sediment microbial communities from Gulf of Mexico Methane Seep - MPC10T,Yes,Ga0115358_100004668,IMG,Gene,Illumina MiSeq,idba_ud,MetaG,Archaea,Euryarchaetoa,Methanomicrobia,Unclassified,Unclassified,Unclassified,3300008468,NA,Unknown,Unknown,Gulf of Mexico,Gulf of Mexico,27.4,-93.2,Aquatic,Oceanic,Marine,Natural Seep,Sediment,Native,422.86,1473069,1470248,NA,478,605,Eric Alsop,NA,NA,NA,NA,NA,ANME-1 cluster archaeon G60ANME1,195,85.64,5E-125,351,NA
3300008468==Ga0115358_106516992,Sea floor sediment microbial communities from Gulf of Mexico Methane Seep - MPC10T,Yes,Ga0115358_106516992,IMG,Gene,Illumina MiSeq,idba_ud,MetaG,Archaea,Euryarchaetoa,Methanomicrobia,Unclassified,Unclassified,Unclassified,3300008468,NA,Unknown,Unknown,Gulf of Mexico,Gulf of Mexico,27.4,-93.2,Aquatic,Oceanic,Marine,Natural Seep,Sediment,Native,422.86,1473069,1470248,NA,478,605,Eric Alsop,NA,NA,NA,NA,NA,uncultured archaeon ANME-1,239,95.82,4E-166,456,NA
3300008465==Ga0115360_1000001811,Sea floor sediment microbial communities from Gulf of Mexico Methane Seep - MPC5B,Yes,Ga0115360_1000001811,IMG,Gene,Illumina MiSeq,idba_ud,MetaG,Archaea,Euryarchaetoa,Methanomicrobia,Unclassified,Unclassified,Unclassified,3300008465,NA,Unknown,Unknown,Gulf of Mexico,Gulf of Mexico,27.4,-93.2,Aquatic,Oceanic,Marine,Natural Seep,Sediment,Native,225.58,881348,875359,NA,284,151,Eric Alsop,NA,NA,NA,NA,NA,uncultured archaeon ANME-1,239,95.82,1E-165,454,NA
3300008410==Ga0115361_100000437,Sea floor sediment microbial communities from Gulf of Mexico Methane Seep - MPC5T,Yes,Ga0115361_100000437,IMG,Gene,Illumina MiSeq,idba_ud,MetaG,Archaea,Euryarchaetoa,Methanomicrobia,Unclassified,Unclassified,Unclassified,3300008410,NA,Unknown,Unknown,Gulf of Mexico,Gulf of Mexico,27.4,-93.2,Aquatic,Oceanic,Marine,Natural Seep,Sediment,Native,270.32,1071669,1064509,NA,347,166,Eric Alsop,NA,NA,NA,NA,NA,uncultured archaeon ANME-1,239,95.82,4E-166,456,NA
3300009111==Ga0115026_100803534,"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA - Mud_0915_D1",Yes,Ga0115026_100803534,IMG,Gene,"Illumina HiSeq 2500-1TB, PacBio RS, PacBio RS II",MEGAHIT v. MEGAHIT v1.0.3,MetaG,Archaea,Euryarchaetoa,Methanomicrobia,Unclassified,Unclassified,Unclassified,3300009111,NA,SAMN06267290,PRJNA367439,Old Woman Creek National Estuarine Research Reserve,USA,41.2239,-82.3039,Aquatic,Wetlands,Freshwater,Wetland,Wetland,Native,2393.16,3638536,5051363,NA,1628,371,Kelly Wrighton,NA,NA,NA,NA,NA,ANME-1 uncultured archaeon clone RBG_16_scaffold_1030,252,98.41,0,498,NA
3300009111==Ga0115026_109177241,"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA - Mud_0915_D1",Yes,Ga0115026_109177241,IMG,Gene,"Illumina HiSeq 2500-1TB, PacBio RS, PacBio RS II",MEGAHIT v. MEGAHIT v1.0.3,MetaG,Archaea,Euryarchaetoa,Methanomicrobia,Unclassified,Unclassified,Unclassified,3300009111,NA,SAMN06267290,PRJNA367439,Old Woman Creek National Estuarine Research Reserve,USA,41.2239,-82.3039,Aquatic,Wetlands,Freshwater,Wetland,Wetland,Native,2393.16,3638536,5051363,NA,1628,371,Kelly Wrighton,NA,NA,NA,NA,NA,ANME-1 uncultured archaeon clone RBG_16_scaffold_1030,222,93.69,1E-156,433,NA
3300009111==Ga0115026_109224871,"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA - Mud_0915_D1",Yes,Ga0115026_109224871,IMG,Gene,"Illumina HiSeq 2500-1TB, PacBio RS, PacBio RS II",MEGAHIT v. MEGAHIT v1.0.3,MetaG,Archaea,Euryarchaetoa,Methanomicrobia,Unclassified,Unclassified,Unclassified,3300009111,NA,SAMN06267290,PRJNA367439,Old Woman Creek National Estuarine Research Reserve,USA,41.2239,-82.3039,Aquatic,Wetlands,Freshwater,Wetland,Wetland,Native,2393.16,3638536,5051363,NA,1628,371,Kelly Wrighton,NA,NA,NA,NA,NA,Candidatus Methanoperedens sp. BLZ2,234,93.59,3E-156,432,NA
2510254387=Methylocapsa_acidiphila_B2,Methylocapsa acidiphila B2,Yes,2510254387,IMG,Isolate,Unknown,ALLPATHS v. R37654,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,2510065046,ATYA00000000,SAMN02441570,PRJNA72841,Bakchar,Russia,56,82,Aquatic,Wetlands,Freshwater,Wetland,"Acidic peat bog, Sphagnum-Carex",Isolate,4.10,2,3762,62.00,2,NA,Dedysh 2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2576791946=Methylocapsa_aurea_KYG_T,Methylocapsa aurea KYG-T,Yes,2576791946,IMG,Isolate,"Illumina HiSeq 2000, Illumina MiSeq, PacBio RS, PacBio RS II",vpAllpaths v. r46652,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,2574180437,JQKO00000000,SAMN02746022,PRJNA243940,Marburg,Germany,50.81,8.76,Aquatic,River,Freshwater,River Sediment,Ephemeral brook in a forest ,Isolate,3.97,34,3606,61.00,1,1,Dunfield 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2676340583=Methylocapsa_palsarum_NE2,Methylocapsa palsarum NE2,Yes,2676340583,IMG,Isolate,Illumina HiSeq 2500-1TB,spades v. 3.6.2,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,2675903028,FOSN00000000,SAMN05444581,PRJNA335128,Neiden,Norway,69.7156,29.392,Terrestrial,Wetlands,Soil,Permafrost,Sphagnum moss at transition from subArctic to the Arctic,Isolate,4.11,78,3889,62.00,1,NA,Miroshnikov 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2700289618=unclassified_Rhizobiales_bin15,unclassified Rhizobiales bin15,Yes,2700289618,IMG,MAG,Illumina HiSeq 2000,CLC Genomics Workbench v8,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,2698536737,Unknown,Unknown,Unknown,Robinson Ridge,Antarctica,-66.369451,110.585574,Terrestrial,Unclassified,Soil,Permafrost,Antarctic coastal polar desert surface soil,Native,3.59,429,4149,60.00,NA,NA,Ji 2017,Methylocapsa aurea KYG-T,225,92.44,2E-157,433,NA,NA,NA,NA,NA,NA
643463906=Methylocella_silvestris_BL2,"Methylocella silvestris BL2, DSM 15510",Yes,643463906,IMG,Isolate,"454, Sanger, Solexa",Unknown,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,643348565,CP001280,SAMN00000045,PRJNA20635,Marburg,Germany,50.814788,8.769239,Terrestrial,Unknown,Soil,Forest,Acidic forest cambisol,Isolate,4.31,1,3971,63.00,2,1,Chen 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gi_1331056477_gb_PDZR01000019_pos17097To17816=NODE_19_length_88460_cov_41.7174_TVC,Methylocella silvestris TVC,Yes,gi|1331056477|gb|PDZR01000019.1|:17097-17816,NCBI,Isolate,Illumina HiSeq,SPAdes version 3.11.1,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,NA,PDZR00000000,SAMN07792460,PRJNA414528,Siksik Creek,Canada,68.7486,133.495,Aquatic,River,Freshwater,River Sediment,Stream channel,Isolate,4.29,80,4064,62.94,1,NA,Wang 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gb_PLAI01000238_pos4787To5466=Methylocystaceae_bacterium_isolate_bog_906,MC1 aka: MC28 or Alphaproteobacteria_bog_906,Yes,gb|PLAI01000238.1|:4787-5466,NCBI,MAG,Illumina HiSeq 2000,CLC de novo assembler v. 4.4,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,PLAI00000000,SAMN08179373,PRJNA386568,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Partially thawed permafrost,Native,4.50,389,4688,62.11,NA,NA,Singleton 2018,Methylocystis sp. Rockwell ATCC 49242,225,94.22,5E-158,434,NA,NA,NA,NA,NA,NA
gb_PLZT01000613_pos14847To15028=Methylocystaceae_bacterium_isolate_palsa_923_TooShort,MC2 aka: MC113 or Alphaproteobacteria_palsa_923,Yes,gb|PLZT01000613.1|:14847-15028,NCBI,MAG,Illumina HiSeq 2000,CLC de novo assembler v. 4.4,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,PLZT00000000,SAMN08179838,PRJNA386568,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Partially thawed permafrost,Native,5.95,750,6709,61.47,NA,NA,Singleton 2018,Methylosinus sp. R-45379,59,96.61,2E-39,124,NA,NA,NA,NA,NA,NA
PWB83924=Methylocystaceae_bacterium_FeB_33_Tooshort,Methylocystaceae bacterium FeB_33,Yes,PWB83924.1,NCBI,MAG,Illumina NextSeq500,CLC Genomics Workbench v. 7.5,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,PQAN00000000,SAMN08364724,PRJNA378332,Gold Creek Reservoir,Australia,-27.500186,153.013529,Aquatic,River,Freshwater,River Sediment,River sediment bioreactor,Enrichment,4.33,464,4498,64.00,NA,NA,Cai 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gb_PMPT01000294_pos3605To4284=Methylocystaceae_bacterium_isolate_bog_882,Methylocystaceae bacterium isolate bog_882,Yes,gb|PMPT01000294|:3605-4284,NCBI,MAG,Illumina NextSeq,CLC Genomics Workbench v. 4.4,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,PMPT00000000,SAMN08178820,PRJNA386568,Stordalen Mire,Sweden,68.3537,19.0476,Terrestrial,Wetlands,Soil,Permafrost,Partially thawed permafrost,Native,3.99,589,NA,62.20,NA,NA,Singleton 2018,Methylocystis sp. Rockwell ATCC 49242,226,94.25,6E-159,437,NA,NA,NA,NA,NA,NA
gb_PKZX01000153_pos5952To6631=Methylocystaceae_bacterium_isolate_bog_907,Methylocystaceae bacterium isolate bog_907,Yes,gb|PKZX01000153|:5952-6631,NCBI,MAG,Illumina NextSeq,CLC Genomics Workbench v. 4.4,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,PKZX00000000,SAMN08179384,PRJNA386568,Stordalen Mire,Sweden,68.3537,19.0476,Terrestrial,Wetlands,Soil,Permafrost,Partially thawed permafrost,Native,4.04,405,NA,62.50,NA,NA,Singleton 2018,Methylocystis sp. Rockwell ATCC 49242,226,94.25,6E-159,437,NA,NA,NA,NA,NA,NA
gb_PMGC01000175_pos6245To6924=Methylocystaceae_bacterium_isolate_bog_917,Methylocystaceae bacterium isolate bog_917,Yes,gb|PMGC01000175|:6245-6924,NCBI,MAG,Illumina NextSeq,CLC Genomics Workbench v. 4.4,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,PMGC00000000,SAMN08179670,PRJNA386568,Stordalen Mire,Sweden,68.3537,19.0476,Terrestrial,Wetlands,Soil,Permafrost,Partially thawed permafrost,Native,4.42,403,NA,62.30,NA,NA,Singleton 2018,Methylocystis sp. Rockwell ATCC 49242,226,94.25,6E-159,437,NA,NA,NA,NA,NA,NA
gb_PMFK01000378_pos3755To4434=Methylocystaceae_bacterium_isolate_bog_918,Methylocystaceae bacterium isolate bog_918,Yes,gb|PMFK01000378|:3755-4434,NCBI,MAG,Illumina NextSeq,CLC Genomics Workbench v. 4.4,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,PMFK00000000,SAMN08179688,PRJNA386568,Stordalen Mire,Sweden,68.3537,19.0476,Terrestrial,Wetlands,Soil,Permafrost,Partially thawed permafrost,Native,4.48,378,NA,62.10,NA,NA,Singleton 2018,Methylocystis sp. Rockwell ATCC 49242,226,94.25,6E-159,437,NA,NA,NA,NA,NA,NA
gb_PLVF01000413_pos14750To15429=Methylocystaceae_bacterium_isolate_bog_941,Methylocystaceae bacterium isolate bog_941,Yes,gb|PLVF01000413|:14750-15429,NCBI,MAG,Illumina NextSeq,CLC Genomics Workbench v. 4.4,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,PLVF00000000,SAMN08180231,PRJNA386568,Stordalen Mire,Sweden,68.3537,19.0476,Terrestrial,Wetlands,Soil,Permafrost,Partially thawed permafrost,Native,4.46,446,NA,62.00,NA,NA,Singleton 2018,Methylocystis sp. Rockwell ATCC 49242,226,94.25,6E-159,437,NA,NA,NA,NA,NA,NA
NA,Methylocystaceae bacterium UBA2095,No,Not identified,NCBI,MAG,Illumina HiSeq 2000,CLC de novo assembler v. 4.4.1,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,DCZB00000000,SAMN06454935,PRJNA348753,Unknown,Unknown,NA,NA,Unknown,Unknown,Freshwater,Lake Water,Algal bloom,Unknown,1.46,77,1411,50,NA,NA,Parks 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tpg_DHHX01000073_posc16245To15607=Methylocystaceae_bacterium_UBA4761,Methylocystaceae bacterium UBA4761,Yes,tpg|DHHX01000073.1|:c16245-15607,NCBI,MAG,Illumina HiSeq 2000,CLC de novo assembler v. 4.4.1,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,DHHX00000000,SAMN06455750,PRJNA348753,Unknown,Unknown,NA,NA,Aquatic,Engineered,Freshwater,Drinking Water,Drinking water,Unknown,1.46,130,1418,50,NA,NA,Parks 2017,Methylocystis parvus OBBP (aka: NCIMB 11129),213,98.12,8E-155,426,NA,NA,NA,NA,NA,NA
NA,Methylocystaceae bacterium UBA5192,No,Not identified,NCBI,MAG,Illumina HiSeq 2000,CLC de novo assembler v. 4.4.1,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,DHWC00000000,SAMN06453047,PRJNA348753,Unknown,Unknown,NA,NA,Aquatic,Engineered,Freshwater,Drinking Water,Drinking water,Unknown,1.62,143,1556,49,NA,NA,Parks 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WP_085772393=Methylocystis_bryophila_strain_S285,Methylocystis bryophila strain S285,Yes,WP_085772393.1,NCBI,Isolate,PacBio RSII,HGAP v. 2,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,CP019948,SAMN06368462,PRJNA224116,Tver Region,Russia,56.567,32.767,Aquatic,Wetlands,Freshwater,Peat,"Acidic peat bog, Sphagnum",Isolate,4.53,1,4444,63.00,2,NA,Han 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2549981116=Methylocystis_parvus_OBBP,Methylocystis parvus OBBP (aka: NCIMB 11129),Yes,2549981116,IMG,Isolate,454 GS FLX Titanium,Newbler v. 2.5.3,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,2548876819,AJTV00000000,SAMN02469457,PRJNA81429,Unknown,Unknown,NA,NA,Various,Various,Various,Unknown,"Coal mine drainage water, Soil, Raw water, Lake sediment, Marsh mud, Creek mud",Isolate,4.48,108,4396,63.00,2,7,"Cerro 2012, Whittenbury 1970, Bowman 1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2517401375=Methylocystis_rosea_SV97T,Methylocystis rosea SV97T,Yes,2517401375,IMG,Isolate,Unknown,"Velvet v. 1.1.05, ALLPATHS v. R38445, Phrap v. 4.24",NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,2517287028,ARCT00000000,SAMN02256431,PRJNA165573,Ny-Ålesund,Norway,78.93,11.88,Terrestrial,Wetlands,Soil,Permafrost,High Arctic wetland/permafrost,Isolate,3.91,2,3954,62.00,1,1,Wartiainen 2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Methylocystis sp. BC.3.87,No,Not identified,NCBI,MAG,Illumina HiSeq,megahit v. 1.0.1,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,PERY00000000,SAMN07958372,PRJNA323575,Champaign,USA,40.13,-88.36,Aquatic,Engineered,Freshwater,Drinking Water,"Drinking water, before chlorination",Enrichment,3.01,63,2981,64.90,NA,NA,Nguyen 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gi_1320930125_gb_PHSQ01000001_pos950615To951342=Methylocystis_sp_KS32,Methylocystis sp. KS32,Yes,gi|1320930125|gb|PHSQ01000001.1|:950615-951342,NCBI,Isolate,"PacBio, Illumina Hiseq",SPAdes v. 3.5.0,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,PHSQ00000000,SAMN08050103,PRJNA418724,Cheongju,South Korea,36.626883,127.455585,Terrestrial,Unknown,Soil,Forest,Acidic forest soil bioreactor,Isolate,3.36,7,NA,61.30,NA,NA,Nguyen 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2563381957=Methylocystis_sp_LW5,Methylocystis sp. LW5,Yes,2563381957,IMG,Isolate,"Illumina HiSeq 2000, Illumina HiSeq 2500, PacBio RS, PacBio RS II",HGAP,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,2563366505,JNLB00000000,SAMN02743345,PRJNA195700,Lake Washington,USA,48.3807,-122.1599,Aquatic,Lentic,Freshwater,Lake Sediment,"Aquatic, Fresh water, sediment",Isolate,4.76,6,4469,65.00,3,NA,Auman 2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PWB91849=Methylocystis_sp_MitZ_2018,Methylocystis sp. MitZ-2018,Yes,PWB91849.1,NCBI,MAG,Illumina HiSeq 2500,metaSPAdes v3.11.1,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,PYDU00000000,SAMN08554709,PRJNA435941,Radboud University,Netherlands,51.819,5.857,Aquatic,Aquifer,Freshwater,Ground Water,"Low oxygen bioreactor, originally isolated from groundwater aquifer",Enrichment,4.36,55,4266,62.50,1,NA,Zandt 2018,Methylocystis rosea SV97T,249,100,0,504,NA,NA,NA,NA,NA,NA
gi_1343553618_gb_PERJ01000006_pos5451To6199=PB1_1001363_9901_PoorAlign114To249,Methylocystis sp. PB1.005,Yes,gi|1343553618|gb|PERJ01000006.1|:5451-6199,NCBI,MAG,Illumina HiSeq,megahit v. 1.0.1,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,PERJ00000000,SAMN07958387,PRJNA323575,Champaign,USA,40.13,-88.36,Aquatic,Engineered,Freshwater,Drinking Water,Retired water main biofilm,Enrichment,2.30,936,2699,64.00,NA,NA,Nguyen 2017,Methylocystis rosea SV97T,110,99.09,6E-77,229,NA,NA,NA,NA,NA,NA
2518135748=Methylocystis_sp_Rockwell_ATCC_49242,Methylocystis sp. Rockwell ATCC 49242,Yes,2518135748,IMG,Isolate,"454, Illumina",Newbler v. 2.3,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,2517572208,AEVM00000000,SAMN02256392,PRJNA52841,Canoga Park,USA,34.201,-118.598,Aquatic,Aquifer,Freshwater,Ground Water,Aquifer,Isolate,4.73,6,4734,63.00,2,1,"Nyerges 2009, Stein 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2517638057=Methylocystis_sp_strain_SB2,Methylocystis sp. SB2,Yes,2517638057,IMG,Isolate,Illumina HiSeq 2000,Velvet v. 1.1.07,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,2517572022,AYNA00000000,SAMN02471884,PRJNA219752,Michigan,USA,42.27056,-83.660278,Aquatic,Pond,Freshwater,Lake Water,Spring bog,Isolate,3.65,150,3657,63.00,8,NA,"Im 2011, Vorobev 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2540712858=Methylocystis_sp_SC2,Methylocystis sp. SC2,Yes,2540712858,IMG,Isolate,"54 GS-FLX Titanium, Sanger",MIRA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,2540341127,HE956757,SAMEA2272070,"PRJEB120, PRJNA224116",Saale,Germany,51.2796,11.6493,Aquatic,Aquifer,Freshwater,Contaminated,Polluted river aquifer,Isolate,3.77,1,3716,63.00,1,NA,"Dunfield 2002, Dam 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gi_1343536416_gb_PERD01000024_pos4244To4993=WM_1003641_8741,Methylocystis sp. WM.007,Yes,gi|1343536416|gb|PERD01000024.1|:4244-4993,NCBI,MAG,Illumina HiSeq,megahit v. 1.0.1,MetaG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA,PERD00000000,SAMN07958393,PRJNA323575,Champaign,USA,40.13,-88.36,Aquatic,Engineered,Freshwater,Drinking Water,Household water meter,Enrichment,3.24,1264,3827,63.10,NA,NA,Nguyen 2017,Methylocystis rosea SV97T,249,100,0,504,NA,NA,NA,NA,NA,NA
2516991469=Methyloferula_stellata_AR4,Methyloferula stellata AR4,Yes,2516991469,IMG,Isolate,"Illumina, unspecified","Velvet v. 1.1.05, ALLPATHS v. R41554, Phrap v. 4.24",NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methyloferula,2516653063,ARWA01000000,SAMN02256400,PRJNA165575,Archangelsk region,Russia,65.01667,35.73333,Aquatic,Wetlands,Freshwater,Peat,"Aquatic, Fresh water",Isolate,4.24,1,4027,60.00,1,NA,"Dedysh 2015, Knief 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBS50612=Methylosinus_sp_3S_1,Methylosinus sp. 3S-1,Yes,OBS50612.1,NCBI,Isolate,Illumina MiSeq,CLC NGS Cell v. 2016-05-10,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylosinus,NA,LXWX00000000,SAMN05001384,PRJNA321671,Kashimadai Experimental Station,Japan,38.460278,141.0925,Terrestrial,Wetlands,Soil,Agriculture,Rice roots,Isolate,4.97,159,4415,64.70,1,2,Shinoda 2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2517141051=Methylosinus_sp_LW3,Methylosinus sp. LW3,Yes,2517141051,IMG,Isolate,"Illumina HiSeq 2000, Illumina HiSeq 2500","Velvet v. 1.1.05, ALLPATHS v. R38445, Phrap v. 4.24",NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylosinus,2517093011,AZUO00000000,SAMN02597193,PRJNA161487,Lake Washington,USA,48.3807,-122.1599,Aquatic,Lentic,Freshwater,Lake Sediment,"Aquatic, Fresh water, sediment",Isolate,5.09,5,4763,65.00,3,NA,Auman 2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2516606497=Methylosinus_sp_LW4,Methylosinus sp. LW4,Yes,2516606497,IMG,Isolate,Illumina HiSeq 2000,ALLPATHS v. R37654,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylosinus,2516493024,ARAB00000000,SAMN02261246,PRJNA157217,Lake Washington,USA,48.3807,-122.1599,Aquatic,Lentic,Freshwater,Lake Sediment,"Aquatic, Fresh water, sediment",Isolate,4.82,3,4496,65.00,3,1,Ludmila Chistoserdova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2585029752=Methylosinus_sp_PW1,Methylosinus sp. PW1,Yes,2585029752,IMG,Isolate,"Illumina HiSeq 2000, Illumina HiSeq 2500, PacBio RS, PacBio RS II",HGAP v. 2.2.0.p1,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylosinus,2582581241,JQNK00000000,SAMN02746043,PRJNA195836,Lake Washington,USA,48.3807,-122.1599,Aquatic,Lentic,Freshwater,Lake Sediment,"Aquatic, Fresh water",Isolate,5.13,12,4924,65.00,4,1,Auman 2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2745471024=Methylosinus_sp_R_45379,Methylosinus sp. R-45379,Yes,2745471024,IMG,Isolate,Illumina HiSeq,CLC genomic workbench v. 7,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylosinus,2744054736,LUUM00000000,SAMN04555172,PRJNA315280,Bourgoyen,Belgium,51.06,3.67,Aquatic,Wetlands,Freshwater,Wetland,Wetland,Isolate,4.97,318,4775,64.00,1,NA,"Hoefman 2014, Heylen 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
